code;nom;latitude;longitude;region;statut;zone_hta;zone_complete
CANTE;CANTEGRIT;44.0128140919895;-0.887497948258285;NOUVELLE-AQUITAINE;Disponible;Poste en zones d'injection photovoltaïque HTA;Poste en zones d'injection photovoltaïque HTA et HTB
CAPEL;CAPELLE (LA);49.9739322423275;3.93404397943938;HAUTS-DE-FRANCE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
CARBO;CARBONNE;43.28491471166;1.21751636556088;OCCITANIE;Disponible;Poste en zones d'injection photovoltaïque HTA;Poste en zones d'injection photovoltaïque HTA et en zone soutirage HTB
CARB2;CARBONNE 2;43.285781766768;1.21798691623221;OCCITANIE;En construction (déduit selon data Capareseau);Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
CARC5;CARCASSONNE;43.2188188615092;2.33142521223034;OCCITANIE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
C.LEM;CARDINAL-LEMOINE;48.8489895819224;2.35311466117024;ÎLE-DE-FRANCE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
CARDI;CARDINET;48.8833946552482;2.31759959398325;ÎLE-DE-FRANCE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
CARHA;CARHAIX;48.2846557493331;-3.55554411799332;BRETAGNE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
CARNO;CARNOULES;43.2975259493885;6.17431886770817;PROVENCE-ALPES-CôTE D’AZUR;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
CARP5;CARPENTIER (SNCF);49.5392698027204;-1.62800490298573;NORMANDIE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste en zones de soutirage HTB
CARPE;CARPENTRAS;44.062291122338;5.04748961697915;PROVENCE-ALPES-CôTE D’AZUR;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
CARQ5;CARQUEFOU;47.2851653760953;-1.47848705957656;PAYS DE LA LOIRE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
CARQU;CARQUEIRANNE;43.1076151286297;6.08791010153853;PROVENCE-ALPES-CôTE D’AZUR;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
CARR5;CARRES(LES);48.6608300650268;2.18801304398692;ÎLE-DE-FRANCE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
CARRI;CARRIERES;49.2432409482206;2.44151449056505;HAUTS-DE-FRANCE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
CARVI;CARVIN;50.4711482577951;2.95535665061919;HAUTS-DE-FRANCE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
CASTA;CASTAGNARY;48.8356561109781;2.31037994263826;ÎLE-DE-FRANCE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
CSLJA;CASTELJALOUX;44.3190096502091;0.0943054340425341;NOUVELLE-AQUITAINE;Saturé;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
CSLLA;Castellane;43.8454374780701;6.53826461532344;PROVENCE-ALPES-CôTE D’AZUR;Disponible;Poste en zones d'injection photovoltaïque HTA;Poste en zones d'injection photovoltaïque HTA et HTB
CSLN5;CASTELNAU;43.6290806712265;3.90772519538093;OCCITANIE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste en zones de soutirage HTB
CSLSA;CASTELSARRASIN;44.0399879441111;1.11970125987983;OCCITANIE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
CASTI;CASTILLON;43.8776990609867;6.53913868790098;PROVENCE-ALPES-CôTE D’AZUR;Disponible;Poste en zones d'injection photovoltaïque HTA;Poste en zones d'injection photovoltaïque HTA et HTB
CASTO;CASTOR;49.9471640853517;3.0898273484601;HAUTS-DE-FRANCE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
CAS.S;CASTRES-SUD;43.5847942068221;2.2416823452483;OCCITANIE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
CATEN;CATENOY;49.3671448040993;2.52036394411455;HAUTS-DE-FRANCE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
CAUDE;CAUDEAU;44.8721166864468;0.488339001789856;NOUVELLE-AQUITAINE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
CAUD5;CAUDEBECQUET;49.5218769732258;0.757801523953766;NORMANDIE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
CAUDI;CAUDIERE;50.4019583842456;1.60283436147821;HAUTS-DE-FRANCE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
CAUDR;CAUDRY;50.1340512215282;3.4172477148703;HAUTS-DE-FRANCE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
CAULA;CAULAINCOURT;48.891196389037;2.33357647930083;ÎLE-DE-FRANCE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
CAUMO;CAUMONT;49.0892054393486;-0.82400418118631;NORMANDIE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
QUERC;Causses de Quercy;44.3024065592581;1.83337209507053;OCCITANIE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
CAVAI;CAVAILLON;43.8502485453098;5.03653216900181;PROVENCE-ALPES-CôTE D’AZUR;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
CAVAL;CAVALAIRE;43.1832303662187;6.51881398309213;PROVENCE-ALPES-CôTE D’AZUR;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
CAZAL;CAZALIS;44.3320762950272;-0.350694808055616;NOUVELLE-AQUITAINE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
CAZAR;CAZARIL;43.1712892473479;0.513208971372641;OCCITANIE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
CAZAU;CAZAUX;44.5400707776911;-1.16035919535865;NOUVELLE-AQUITAINE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
CAZED;CAZEDARNES;43.4195482221663;3.04258414010899;OCCITANIE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
CAZER;CAZERES;43.2130182021809;1.08303561209806;OCCITANIE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste en zones de soutirage HTB
CAZE5;CAZERIE;49.5004084101409;1.25726086233289;NORMANDIE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
CEBAZ;CEBAZAT;45.8442577689014;3.10931872550641;AUVERGNE-RHôNE-ALPES;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
CELLE;CELLES;45.8733554242715;3.64139240320977;AUVERGNE-RHôNE-ALPES;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
CENON;CENON;44.8545217079941;-0.528215218559371;NOUVELLE-AQUITAINE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
C.AL5;CENTRE-ALLIER;46.4965478975295;3.19974046273417;AUVERGNE-RHôNE-ALPES;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
C.BUE;CENTRE-BUECH;44.4191362572915;5.77341907836825;PROVENCE-ALPES-CôTE D’AZUR;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
CERET;CERET;42.4949227700447;2.72739232226962;OCCITANIE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
CERGY;CERGY;49.0483204055541;2.0583226839708;ÎLE-DE-FRANCE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
CERIZ;CERIZAY;46.8301532618899;-0.645794146505365;NOUVELLE-AQUITAINE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
CERNA;CERNAY;49.2720194127135;4.08649594425766;GRAND EST;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
CESSE;CESSE;43.2853020542295;2.91442087742617;OCCITANIE;Disponible;Poste en zones d'injection photovoltaïque HTA;Poste en zones d'injection photovoltaïque HTA et HTB
CESSO;CESSON (SNCF);48.1098764885945;-1.62174763725491;BRETAGNE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
CESTA;CESTAS;44.7201564192831;-0.797758052385007;NOUVELLE-AQUITAINE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
CHABA;CHABANAIS;45.8757603772143;0.693854972560612;NOUVELLE-AQUITAINE;Saturé;Poste en zones d'injection photovoltaïque HTA;Poste en zones d'injection photovoltaïque HTA et HTB
CHABO;CHABOSSIERE (LA);47.2065757026107;-1.68535512756535;PAYS DE LA LOIRE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
CHAB6;CHABOT;46.9415651917865;-0.896292668156805;PAYS DE LA LOIRE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
CHACE;CHACE;47.2076163755093;-0.0600170786855964;PAYS DE LA LOIRE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
CHAFA;CHAFAUDS;47.8301456306057;1.68044331826031;CENTRE-VAL DE LOIRE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
CHAIN;CHAINGY;47.8754457253775;1.8022968999158;CENTRE-VAL DE LOIRE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
CHAL7;CHALAMPE;47.8247934932141;7.51512368544429;GRAND EST;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
CHALL;CHALLANS;46.8490437351717;-1.8598899063327;PAYS DE LA LOIRE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
CHALO;CHALON;46.7622617280132;4.86236927432526;BOURGOGNE-FRANCHE-COMTé;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
CHAL6;CHALON (KODAK-PATHE);46.8172115759848;4.85027870010033;BOURGOGNE-FRANCHE-COMTé;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
CHA.N;CHALON-NORD;46.8067682021542;4.85645578112929;BOURGOGNE-FRANCHE-COMTé;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
CBERY;CHAMBERY;45.565989107024;5.94521734649435;AUVERGNE-RHôNE-ALPES;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste en zones de soutirage HTB
C.FEU;CHAMBON-FEUGEROLLES;45.393284059133;4.31559958367685;AUVERGNE-RHôNE-ALPES;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
CBRY;CHAMBRY;48.9845997227029;2.90770897511392;ÎLE-DE-FRANCE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste en zones de soutirage HTB
CHAMO;CHAMONIX;45.9206703123853;6.8743480651662;AUVERGNE-RHôNE-ALPES;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
CPNAC;CHAMPAGNAC;45.7194235370996;0.898915705722914;NOUVELLE-AQUITAINE;Disponible;Poste en zones d'injection photovoltaïque HTA;Poste en zones d'injection photovoltaïque HTA et HTB
C.SSH;CHAMPAGNE-SAINT-HILAIRE;46.322910135091;0.32067868046471;NOUVELLE-AQUITAINE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
CPNIE;CHAMPAGNIER;45.1059284085306;5.7098435444921;AUVERGNE-RHôNE-ALPES;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
CPNOL;CHAMPAGNOLE;46.7581738021814;5.90728817327149;BOURGOGNE-FRANCHE-COMTé;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
C.AYG;CHAMP-DE-L AYGUES;44.6260397709939;4.76393483279496;AUVERGNE-RHôNE-ALPES;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
C.DEN;CHAMPDENIERS;46.4957665129271;-0.407245325638147;NOUVELLE-AQUITAINE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
CPDIV;CHAMPDIVERS;47.0221534341525;5.38433444409473;BOURGOGNE-FRANCHE-COMTé;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
C.GEA;CHAMP-DU-GEAI;45.4698470653249;4.50210855777574;AUVERGNE-RHôNE-ALPES;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
CPFL5;CHAMPFLEUR;48.3748860973435;0.105382715856976;PAYS DE LA LOIRE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste en zones de soutirage HTB
CPFLE;CHAMPFLEURY;43.937046876234;4.79183389708433;PROVENCE-ALPES-CôTE D’AZUR;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
C.FOU;CHAMP-FOURNIER;46.8031595303655;5.18146369529226;BOURGOGNE-FRANCHE-COMTé;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
CPIGN;CHAMPIGNEULLES;48.7222176312865;6.17176893327051;GRAND EST;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
C.LAN;CHAMPIGNY-LES-LANGRES;47.8824124464738;5.34023965814056;GRAND EST;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
CPNI5;CHAMPNIERS;45.6945577934933;0.185837521933906;NOUVELLE-AQUITAINE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
CPRAD;CHAMPRADET;45.7893217326156;3.05613956778429;AUVERGNE-RHôNE-ALPES;Disponible;Poste en zones d'injection photovoltaïque HTA;Poste en zones d'injection photovoltaïque HTA et HTB
C.ROL;CHAMP-ROLLAND;45.3486511564514;4.80097649507075;AUVERGNE-RHôNE-ALPES;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
C.REG;CHAMPS-REGNAUD;47.3524897773891;5.06000002381201;BOURGOGNE-FRANCHE-COMTé;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
CPVAN;CHAMPVANS;47.0984127032144;5.44476326598588;BOURGOGNE-FRANCHE-COMTé;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
CPVER;CHAMPVERT;46.842064481865;3.48816217127905;BOURGOGNE-FRANCHE-COMTé;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
CHAN5;CHANCEAUX;47.4817453804081;0.694616759608652;CENTRE-VAL DE LOIRE;En construction (déduit selon data Capareseau);Poste pas concernée par des contraintes locales de réseau;Poste en zones de soutirage HTB
CHAN6;CHANCENAY;48.676730551321;4.99863205412705;GRAND EST;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste en zones d'injection photovoltaïque HTB
CHANC;CHANCIA;46.3476165467648;5.6324797573902;BOURGOGNE-FRANCHE-COMTé;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
CHANG;CHANGE;48.09610786238;-0.749599688121885;PAYS DE LA LOIRE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
CHAN7;CHANGY;46.1443373872941;3.8954198750367;AUVERGNE-RHôNE-ALPES;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
CHANO;CHANOZ;45.816003501702;4.86928074725548;AUVERGNE-RHôNE-ALPES;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
CNNAY;CHANTENAY;47.1953874518685;-1.59848316813575;PAYS DE LA LOIRE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
CHARB;CHARBONNIERE;45.5058597218059;-0.78248762972808;NOUVELLE-AQUITAINE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
CHMAN;CHARENTE MARITIME NORD;46.1751993902887;-0.922261013936213;NOUVELLE-AQUITAINE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
CHARE;CHARENTON;48.8211788219954;2.40642603435354;ÎLE-DE-FRANCE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
CHARI;CHARIEZ;47.6255302600083;6.06753615706323;BOURGOGNE-FRANCHE-COMTé;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
C.LAF;CHARLES-LAFFITTE;49.4925376811673;0.12771515188917;NORMANDIE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
CHARL;CHARLIEU;46.1555216456073;4.1629160071073;AUVERGNE-RHôNE-ALPES;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
CHAR6;CHARLY;48.9729330176194;3.27817874803388;HAUTS-DE-FRANCE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
CHARN;CHARNY;47.8867687030076;3.10654423720145;BOURGOGNE-FRANCHE-COMTé;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
CHARO;CHAROLLES;46.4444787480134;4.27234566224572;BOURGOGNE-FRANCHE-COMTé;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
CHARP;CHARPENAY;45.8186974701907;4.69008078703987;AUVERGNE-RHôNE-ALPES;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste en zones de soutirage HTB
CHA.S;CHARTRES SUD;48.4145858769189;1.44825014688353;CENTRE-VAL DE LOIRE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
CHART;CHARTREUX;48.6680619197241;2.28113128841343;ÎLE-DE-FRANCE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
CHAS5;CHASSE;45.5920960280973;4.79054232076881;AUVERGNE-RHôNE-ALPES;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
CHAST;CHASTANG (LE);45.1427803205193;2.00075770259124;NOUVELLE-AQUITAINE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
C.GOM;CHATEAU GOMBERT;43.3377156548169;5.43168545566483;PROVENCE-ALPES-CôTE D’AZUR;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
CTAUB;CHATEAUBRIANT;47.7141469140134;-1.36092590617405;PAYS DE LA LOIRE;Disponible;Poste en zones d'injection photovoltaïque HTA;Poste en zones d'injection photovoltaïque HTA et HTB
C.CHI;CHATEAU-CHINON;47.0577816359129;3.93847864748617;BOURGOGNE-FRANCHE-COMTé;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
C.LO5;CHATEAU-DU-LOIR;47.7008937201456;0.409315708166875;PAYS DE LA LOIRE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
CTAUD;CHATEAUDUN;48.0674984455856;1.3470669761896;CENTRE-VAL DE LOIRE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
C.GON;CHATEAU-GONTIER;47.8484290981994;-0.689435240741075;PAYS DE LA LOIRE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
CTMAL;CHATEAU-MALO;48.6224481256374;-1.94436789304938;BRETAGNE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
CTAUN;CHATEAUNEUF;44.4839236303983;4.70822433471883;AUVERGNE-RHôNE-ALPES;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
C.RHO;CHATEAUNEUF-DU-RHONE;44.4960990101057;4.70898867242371;AUVERGNE-RHôNE-ALPES;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
C.LOI;CHATEAUNEUF-SUR-LOIRE;47.8594058650492;2.19708018382208;CENTRE-VAL DE LOIRE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
C.QUE;CHATEAU-QUEYRAS;44.7597872967017;6.80776613586972;PROVENCE-ALPES-CôTE D’AZUR;Disponible;Poste en zones d'injection photovoltaïque HTA;Poste en zones d'injection photovoltaïque HTA et HTB
CTAUR;CHATEAURENARD;43.8642869142475;4.85693303292987;PROVENCE-ALPES-CôTE D’AZUR;Disponible;Poste en zones d'injection photovoltaïque HTA;Poste en zones d'injection photovoltaïque HTA
C.REN;CHATEAU-RENAULT;47.6089678012512;0.90939314101808;CENTRE-VAL DE LOIRE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
CTLLE;CHATELLERAULT;46.8055883817196;0.531530469103954;NOUVELLE-AQUITAINE;Saturé;Poste en zones d'injection photovoltaïque HTA;Poste en zones d'injection photovoltaïque HTA et HTB
CTLUS;CHATELUS;46.0007852785429;1.61615854881414;NOUVELLE-AQUITAINE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
CTLU2;CHATELUS 2;46.0208931609997;1.63109844687631;NOUVELLE-AQUITAINE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
C.ROY;CHATENOY-LE-ROYAL;46.7825875342393;4.7928211840517;BOURGOGNE-FRANCHE-COMTé;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
CHATI;CHATILLON;48.7892115007338;2.2658292047321;ÎLE-DE-FRANCE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
CHA.O;Chatillon Ouest;47.8621918098115;4.43517270986104;BOURGOGNE-FRANCHE-COMTé;En construction (déduit selon data Capareseau);Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
CHAT7;CHATILLON-SUR-INDRE;46.9983840506614;1.17579976100744;CENTRE-VAL DE LOIRE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
C.SEI;CHATILLON-SUR-SEINE;47.8521609693871;4.55954109732476;BOURGOGNE-FRANCHE-COMTé;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
CXCON;CHAUCONIN;48.9565246977276;2.86399707904789;ÎLE-DE-FRANCE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
CXDAN;CHAUDANNE;43.8478475392022;6.54407740708358;PROVENCE-ALPES-CôTE D’AZUR;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
C.AIG;CHAUDES AIGUES;44.8571270478675;2.99453875749381;AUVERGNE-RHôNE-ALPES;Disponible;Poste en zones d'injection photovoltaïque HTA;Poste en zones d'injection photovoltaïque HTA et HTB
CXFFA;CHAUFFAILLES;46.2113809939124;4.31691065698605;BOURGOGNE-FRANCHE-COMTé;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
CXMO5;CHAUMONT;48.1178876987653;5.15242184915216;GRAND EST;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
CXMON;CHAUMONT;46.6318762576181;0.358934092197296;NOUVELLE-AQUITAINE;Saturé;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
CXNAY;CHAUNAY;48.4140554161575;1.44862737984323;CENTRE-VAL DE LOIRE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
CXVIG;CHAUVIGNY;46.5654548219111;0.62231429336505;NOUVELLE-AQUITAINE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
CHAV5;CHAVAGNES;46.8696285882161;-1.26178442254939;PAYS DE LA LOIRE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
CHAV6;CHAVANOD;45.8944614045227;6.08132058037085;AUVERGNE-RHôNE-ALPES;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste en zones de soutirage HTB
CHAVE;CHAVENAT;45.4478635849269;0.183095033182847;NOUVELLE-AQUITAINE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
CHAZ5;CHAZELLES;45.6352629986725;4.37486383821975;AUVERGNE-RHôNE-ALPES;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
CHECY;CHECY;47.9161470601953;2.04377523321216;CENTRE-VAL DE LOIRE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
CHED5;CHEDDE;45.9262300818634;6.72049705319935;AUVERGNE-RHôNE-ALPES;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
CHEMI;CHEMILLE;47.2130721342982;-0.752145972040415;PAYS DE LA LOIRE;Disponible;Poste en zones d'injection photovoltaïque HTA;Poste en zones d'injection photovoltaïque HTA
CHENE;CHENET;48.5667251546486;2.46989902108002;ÎLE-DE-FRANCE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
CHER1;CHER 1;46.8798642482135;2.6209673657924;CENTRE-VAL DE LOIRE;En construction (déduit selon data Capareseau);Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
CHERB;CHERBOURG;49.6336006446708;-1.6249605403012;NORMANDIE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
CHESS;CHESSY-LES-MINES;45.8818740456571;4.62954840513204;AUVERGNE-RHôNE-ALPES;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
CHEV6;CHEVAIN;48.4198630794737;0.137443198182322;PAYS DE LA LOIRE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
CHEV9;CHEVALET 2;50.0928977605044;2.93693012985838;HAUTS-DE-FRANCE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
CHEV8;CHEVENE;45.8942047809076;6.13473241211652;AUVERGNE-RHôNE-ALPES;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste en zones de soutirage HTB
C.SAU;CHEVIGNY-ST-SAUVEUR;47.2904047220644;5.14752429460505;BOURGOGNE-FRANCHE-COMTé;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
CHEVI;CHEVILLY;48.7740550411291;2.3653003660683;ÎLE-DE-FRANCE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
CHEV5;CHEVIRE;47.1873816415718;-1.60998407452253;PAYS DE LA LOIRE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
